epoch,train_loss,mean_motion_margin,mean_fall_margin,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
36,1.156305,0.124806,0.267995,0.737903,0.722372,0.977273,0.613636,0.113636,54,81,0.149336,0.439612,1,0,0,0,0
37,1.204344,0.144001,0.332181,0.754032,0.706693,1.000000,0.704545,0.318182,68,95,0.180310,0.545605,1,0,0,0,0
38,1.070858,0.116326,0.243453,0.750000,0.726082,0.954545,0.636364,0.227273,64,96,0.176991,0.482301,1,0,0,0,0
39,1.287634,0.192581,0.316139,0.750000,0.709392,0.954545,0.340909,0.068182,30,47,0.085177,0.390346,1,0,0,0,0
40,1.100422,0.129726,0.284955,0.762097,0.746836,0.977273,0.750000,0.545455,73,94,0.184735,0.644027,1,1,1,0,0
41,1.207442,0.176386,0.320766,0.798387,0.765171,0.886364,0.363636,0.113636,30,39,0.076327,0.390095,1,0,0,1,1
42,1.173649,0.168238,0.225885,0.816532,0.800241,0.954545,0.681818,0.295455,58,83,0.155973,0.519630,1,0,0,0,1
43,1.310385,0.194578,0.419937,0.812500,0.796841,0.977273,0.227273,0.113636,24,36,0.066372,0.409272,1,0,0,1,0
44,1.184546,0.147654,0.336342,0.764113,0.754089,1.000000,0.795455,0.613636,86,118,0.225664,0.683115,1,1,1,0,0
45,1.162612,0.183866,0.217218,0.729839,0.698773,0.954545,0.386364,0.136364,41,61,0.112832,0.422808,1,0,0,0,0
46,1.212279,0.168386,0.339435,0.788306,0.782510,0.977273,0.886364,0.613636,73,94,0.184735,0.688345,1,1,1,0,0
47,1.073655,0.148383,0.250307,0.842742,0.819834,0.954545,0.318182,0.068182,27,31,0.064159,0.390175,1,0,0,0,1
48,1.104832,0.165960,0.250705,0.788306,0.783058,0.977273,0.477273,0.181818,40,53,0.102876,0.461303,1,0,0,0,0
49,1.188915,0.177026,0.317251,0.792339,0.782836,0.977273,0.795455,0.590909,89,109,0.219027,0.665597,1,0,0,0,0
50,1.021366,0.129419,0.250344,0.826613,0.812948,0.977273,0.431818,0.068182,39,36,0.082965,0.407613,1,0,0,0,0
51,1.179340,0.150952,0.340629,0.780242,0.757596,0.977273,0.613636,0.250000,41,57,0.108407,0.505068,1,0,0,0,0
52,1.200915,0.176051,0.334261,0.798387,0.774176,0.977273,0.772727,0.500000,59,91,0.165929,0.627725,1,0,0,0,0
53,1.138627,0.179482,0.283517,0.814516,0.807184,0.931818,0.545455,0.204545,50,69,0.131637,0.459564,1,0,0,0,0
54,0.952066,0.105869,0.243486,0.822581,0.825329,0.954545,0.386364,0.090909,23,34,0.063053,0.407331,1,0,0,0,1
55,1.130648,0.172936,0.297405,0.780242,0.759207,0.931818,0.272727,0.090909,24,34,0.064159,0.387902,1,0,0,0,0
56,1.186944,0.163204,0.356316,0.826613,0.810903,0.954545,0.590909,0.295455,48,80,0.141593,0.511977,1,0,0,0,0
57,1.017922,0.155765,0.225478,0.838710,0.812623,0.931818,0.272727,0.022727,32,35,0.074115,0.356225,1,0,0,0,0
58,1.075579,0.151802,0.272847,0.806452,0.797104,0.977273,0.431818,0.204545,40,63,0.113938,0.465879,1,0,0,0,0
59,1.045782,0.136825,0.273885,0.820565,0.815831,0.977273,0.659091,0.272727,47,69,0.128319,0.517850,1,0,0,0,0
60,0.897183,0.121348,0.157587,0.822581,0.799860,0.886364,0.727273,0.477273,50,76,0.139381,0.583789,1,0,0,0,0
61,1.120592,0.180795,0.305481,0.824597,0.808528,0.954545,0.863636,0.727273,93,123,0.238938,0.723833,1,1,1,0,0
62,0.960719,0.149735,0.199323,0.846774,0.827904,0.977273,0.727273,0.409091,51,67,0.130531,0.585811,1,0,0,0,1
63,0.973693,0.148053,0.216614,0.830645,0.824495,0.954545,0.477273,0.204545,29,45,0.081858,0.465678,1,0,0,0,0
64,1.068575,0.158448,0.284814,0.866935,0.841277,0.931818,0.272727,0.068182,24,36,0.066372,0.377454,1,0,0,0,1
65,0.953362,0.127243,0.245323,0.834677,0.833499,0.954545,0.545455,0.159091,37,54,0.100664,0.450161,1,0,0,0,0
66,0.992057,0.142977,0.276901,0.806452,0.792514,0.954545,0.522727,0.181818,32,48,0.088496,0.459332,1,0,0,0,0
67,0.960184,0.123969,0.271829,0.810484,0.796589,0.977273,0.636364,0.250000,52,73,0.138274,0.504354,1,0,0,0,0
68,0.996482,0.136835,0.343367,0.846774,0.817370,0.954545,0.613636,0.204545,47,66,0.125000,0.475000,1,0,0,0,0
69,0.951461,0.123594,0.286287,0.818548,0.805599,0.977273,0.659091,0.409091,72,96,0.185841,0.573461,1,0,0,0,0
70,1.136597,0.181049,0.274328,0.818548,0.807246,0.909091,0.409091,0.090909,23,32,0.060841,0.393916,1,0,0,0,0
