epoch,train_loss,mean_motion_margin,mean_fall_margin,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
20,2.155699,0.783994,0.118443,0.304435,0.241515,1.000000,0.909091,0.886364,304,303,0.671460,0.772627,0,0,0,0,0
21,2.147473,0.762374,0.153392,0.330645,0.259165,0.977273,0.681818,0.590909,277,271,0.606195,0.615517,0,0,0,0,1
22,2.109942,0.737654,0.153194,0.350806,0.256161,0.977273,0.840909,0.727273,218,218,0.482301,0.705179,0,0,0,0,0
23,2.086259,0.705449,0.169382,0.393145,0.330923,0.977273,0.886364,0.818182,224,233,0.505531,0.748311,0,0,0,0,1
24,1.976457,0.657943,0.117228,0.282258,0.278494,0.977273,0.977273,0.954545,312,310,0.688053,0.800513,0,0,0,0,0
25,1.995099,0.618638,0.181453,0.435484,0.354240,0.977273,0.704545,0.659091,196,208,0.446903,0.664401,0,0,0,0,1
26,2.035622,0.643560,0.234993,0.435484,0.318146,0.931818,0.431818,0.295455,167,196,0.401549,0.462118,0,0,0,0,0
27,1.978612,0.578359,0.190415,0.421371,0.367104,0.977273,0.840909,0.772727,253,261,0.568584,0.717005,0,0,0,0,1
28,2.020306,0.662587,0.152204,0.364919,0.304211,1.000000,0.977273,0.909091,257,264,0.576327,0.799185,0,0,0,0,0
29,1.944713,0.611175,0.172473,0.465726,0.395574,0.977273,0.840909,0.727273,190,202,0.433628,0.710046,0,0,0,0,1
30,1.921147,0.542432,0.206994,0.372984,0.273010,0.977273,0.886364,0.840909,243,263,0.559735,0.753117,0,0,0,0,0
31,1.884139,0.629361,0.133549,0.455645,0.399806,0.977273,0.818182,0.681818,205,226,0.476770,0.683005,0,0,0,0,1
32,1.894156,0.601953,0.173708,0.377016,0.322666,0.977273,0.931818,0.840909,279,286,0.625000,0.751136,0,0,0,0,0
33,1.865483,0.611065,0.142660,0.413306,0.359045,0.977273,0.863636,0.795455,258,272,0.586283,0.727735,0,0,0,0,0
34,1.833969,0.576234,0.144963,0.451613,0.415898,0.977273,0.886364,0.886364,224,239,0.512168,0.778329,0,0,0,0,1
35,1.862653,0.623633,0.148479,0.443548,0.418036,1.000000,0.909091,0.886364,247,262,0.563053,0.783467,0,0,0,0,1
36,1.762799,0.524776,0.162270,0.467742,0.451973,1.000000,0.954545,0.886364,222,241,0.512168,0.793101,0,0,0,0,1
37,1.755714,0.482488,0.170320,0.560484,0.480815,0.977273,0.522727,0.340909,106,116,0.245575,0.523170,0,0,0,0,1
38,1.672334,0.465255,0.135649,0.491935,0.439451,1.000000,0.863636,0.795455,229,247,0.526549,0.741663,0,0,0,0,0
39,1.756728,0.517372,0.182074,0.564516,0.511557,0.977273,0.727273,0.613636,170,190,0.398230,0.651086,0,0,0,0,1
40,1.614164,0.421045,0.144270,0.570565,0.529982,0.977273,0.704545,0.545455,158,174,0.367257,0.621229,0,0,0,0,1
41,1.677402,0.492127,0.143803,0.616935,0.544007,0.931818,0.272727,0.113636,93,100,0.213496,0.383196,0,0,0,0,1
42,1.772150,0.529923,0.166356,0.518145,0.479898,0.977273,0.886364,0.772727,192,201,0.434735,0.734936,0,0,0,0,0
43,1.746256,0.510774,0.191105,0.570565,0.523436,0.977273,0.750000,0.681818,148,177,0.359513,0.687912,0,0,0,0,0
44,1.681209,0.497964,0.163367,0.592742,0.562552,0.977273,0.681818,0.613636,148,153,0.332965,0.653067,0,0,0,0,1
45,1.644950,0.454266,0.148221,0.627016,0.574903,0.977273,0.750000,0.590909,146,169,0.348451,0.648109,0,0,0,0,1
46,1.725833,0.489676,0.189075,0.556452,0.516459,0.977273,0.590909,0.409091,113,131,0.269912,0.558236,0,0,0,0,0
47,1.572076,0.462704,0.112538,0.594758,0.546038,0.954545,0.386364,0.204545,64,74,0.152655,0.449507,0,0,0,0,0
48,1.706987,0.518682,0.166100,0.608871,0.577556,0.977273,0.750000,0.613636,120,145,0.293142,0.663868,0,0,0,0,1
49,1.713083,0.528634,0.166308,0.548387,0.514250,0.977273,0.772727,0.704545,169,185,0.391593,0.697204,0,0,0,0,0
50,1.663802,0.458965,0.178370,0.487903,0.470777,0.977273,0.909091,0.909091,219,231,0.497788,0.792267,0,0,0,0,0
51,1.649668,0.503964,0.138965,0.598790,0.555987,0.954545,0.545455,0.386364,86,98,0.203540,0.542146,0,0,0,0,0
52,1.626292,0.448841,0.157903,0.544355,0.511039,0.977273,0.909091,0.818182,172,189,0.399336,0.761203,0,0,0,0,0
53,1.608170,0.471047,0.143125,0.481855,0.451111,1.000000,0.909091,0.886364,205,227,0.477876,0.791985,0,0,0,0,0
54,1.525822,0.398965,0.142786,0.661290,0.628089,0.977273,0.568182,0.454545,98,110,0.230088,0.580400,0,0,0,0,1
55,1.650521,0.478517,0.186506,0.548387,0.517951,0.977273,0.909091,0.840909,192,208,0.442478,0.767116,0,0,0,0,0
56,1.654217,0.487681,0.174999,0.643145,0.603700,0.977273,0.500000,0.363636,94,117,0.233407,0.532341,0,0,0,0,0
57,1.575548,0.394797,0.174521,0.651210,0.599182,0.909091,0.409091,0.363636,72,87,0.175885,0.505139,0,0,0,0,0
58,1.653444,0.461056,0.199099,0.497984,0.474348,0.977273,0.931818,0.931818,216,228,0.491150,0.805430,0,0,0,0,0
59,1.664568,0.481015,0.186358,0.598790,0.569768,1.000000,0.750000,0.568182,138,152,0.320796,0.648602,0,0,0,0,0
60,1.464571,0.433266,0.094208,0.614919,0.565983,0.977273,0.613636,0.522727,94,108,0.223451,0.616291,0,0,0,0,0
61,1.551670,0.444724,0.151555,0.653226,0.613586,0.954545,0.636364,0.500000,114,137,0.277655,0.594962,0,0,0,0,0
62,1.508950,0.435345,0.127701,0.639113,0.600456,0.977273,0.704545,0.477273,100,119,0.242257,0.603047,0,0,0,0,0
63,1.485421,0.436661,0.134921,0.584677,0.564904,0.954545,0.840909,0.750000,148,174,0.356195,0.720062,0,0,0,0,0
64,1.504270,0.402508,0.147230,0.655242,0.611897,0.977273,0.681818,0.590909,95,119,0.236726,0.652464,0,0,0,0,0
65,1.515231,0.361886,0.146607,0.552419,0.529460,0.977273,0.886364,0.818182,196,210,0.449115,0.753952,0,0,0,0,0
66,1.599071,0.502285,0.132468,0.582661,0.540065,0.954545,0.772727,0.681818,145,166,0.344027,0.683779,0,0,0,0,0
67,1.442603,0.329893,0.163164,0.637097,0.594543,0.977273,0.727273,0.613636,128,146,0.303097,0.660599,0,0,0,0,0
68,1.477003,0.447787,0.145736,0.536290,0.506538,0.977273,0.909091,0.772727,156,179,0.370575,0.743624,0,0,0,0,0
69,1.448022,0.353630,0.157472,0.667339,0.628174,0.931818,0.522727,0.340909,62,73,0.149336,0.516885,0,0,0,0,1
70,1.471379,0.404287,0.127181,0.671371,0.635495,0.977273,0.727273,0.545455,91,110,0.222345,0.637993,0,0,0,0,1
