epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
33,0.250000,0.250000,0.103982,452,47,0.272727,0.363636,35,0.582661,0.511893,0.795455,0.090708,2.803019,1.422698,0.251370,0.280560,0.320123,0.893564,0.304877,2.532258,7.725806,0.935484,2.930901,0,-0.186970,0
34,0.250000,0.250000,0.163717,452,74,0.477273,0.613636,48,0.578629,0.520766,0.954545,0.134956,2.922358,1.436556,0.288207,0.298379,0.335271,1.006713,0.312266,2.693548,7.645161,0.919355,3.223893,0,-0.020336,0
35,0.250000,0.250000,0.172566,452,78,0.454545,0.522727,55,0.606855,0.544425,0.931818,0.147124,2.726795,1.375608,0.233804,0.305678,0.282435,0.840800,0.319070,2.596774,7.645161,0.951613,2.635160,0,-0.022010,0
36,0.250000,0.250000,0.115044,452,52,0.386364,0.431818,34,0.582661,0.533203,0.863636,0.095133,2.711585,1.385002,0.250126,0.244476,0.352406,0.898898,0.254850,2.693548,7.709677,0.951613,3.527159,0,0.018782,0
37,0.250000,0.250000,0.121681,452,55,0.431818,0.522727,45,0.552419,0.475633,0.840909,0.110619,2.839640,1.394142,0.273047,0.290366,0.326663,0.960721,0.315241,2.612903,7.709677,0.951613,3.047572,0,-0.068251,0
38,0.250000,0.250000,0.141593,452,64,0.431818,0.613636,45,0.612903,0.540595,0.931818,0.120575,2.861946,1.380175,0.275033,0.296311,0.350598,0.996025,0.310824,2.774194,7.612903,1.000000,3.204463,0,0.091253,0
39,0.250000,0.250000,0.168142,452,76,0.500000,0.590909,50,0.620968,0.585988,0.931818,0.139381,2.562633,1.321507,0.234470,0.234532,0.303032,0.864880,0.252872,2.596774,7.629032,0.919355,3.420223,0,0.069369,0
40,0.250000,0.250000,0.110619,452,50,0.318182,0.545455,31,0.655242,0.619480,0.909091,0.089602,2.462489,1.290348,0.239656,0.199608,0.308741,0.864833,0.207928,2.532258,7.741935,0.983871,4.159291,0,0.186188,0
41,0.250000,0.250000,0.112832,452,51,0.363636,0.545455,36,0.612903,0.537038,0.886364,0.096239,2.729314,1.312790,0.240396,0.313533,0.321089,0.861410,0.326154,2.580645,7.629032,0.967742,2.641114,0,0.110843,0
42,0.250000,0.250000,0.157080,452,71,0.545455,0.659091,47,0.645161,0.596149,0.977273,0.130531,2.467658,1.260694,0.240306,0.212606,0.304346,0.896569,0.225563,2.645161,7.693548,0.967742,3.974802,0,0.207459,0
43,0.250000,0.250000,0.073009,452,33,0.204545,0.295455,19,0.653226,0.604859,0.840909,0.057522,2.652599,1.304997,0.241472,0.268007,0.336850,0.860853,0.286060,2.532258,7.629032,0.935484,3.009339,0,-0.007185,0
44,0.250000,0.250000,0.165929,452,75,0.590909,0.659091,48,0.649194,0.618401,1.000000,0.136062,2.451764,1.235859,0.237489,0.227734,0.292778,0.872810,0.239702,2.612903,7.677419,0.951613,3.641226,0,0.225579,0
45,0.250000,0.250000,0.108407,452,49,0.363636,0.477273,33,0.669355,0.655049,0.886364,0.090708,2.260780,1.214305,0.180990,0.218390,0.239915,0.658687,0.242510,2.451613,7.758065,0.903226,2.716128,0,0.241445,0
46,0.250000,0.250000,0.181416,452,82,0.613636,0.727273,62,0.643145,0.622809,0.886364,0.159292,2.575471,1.238916,0.251102,0.250847,0.331017,0.912235,0.275531,2.645161,7.629032,0.935484,3.310826,0,0.146990,0
47,0.250000,0.250000,0.137168,452,62,0.477273,0.613636,38,0.667339,0.620291,0.931818,0.110619,2.316487,1.228279,0.201496,0.207917,0.275587,0.744733,0.217025,2.596774,7.741935,0.967742,3.431558,0,0.263278,0
48,0.250000,0.250000,0.050885,452,23,0.068182,0.136364,10,0.659274,0.595197,0.659091,0.036504,2.432923,1.204751,0.234513,0.245082,0.282953,0.858353,0.251036,2.741935,7.677419,0.983871,3.419244,0,-0.495088,0
49,0.250000,0.250000,0.190265,452,86,0.636364,0.795455,66,0.645161,0.623043,0.931818,0.168142,2.439030,1.221538,0.242823,0.209671,0.326553,0.879901,0.218471,2.741935,7.564516,0.983871,4.027541,0,0.165624,0
50,0.250000,0.250000,0.146018,452,66,0.431818,0.613636,40,0.689516,0.665313,0.931818,0.117257,2.255228,1.178332,0.189194,0.223382,0.260341,0.696880,0.229759,2.677419,7.725806,0.967742,3.033086,0,0.226780,0
51,0.250000,0.250000,0.134956,452,61,0.386364,0.681818,43,0.661290,0.652081,0.931818,0.115044,2.066653,1.152029,0.179143,0.167807,0.223448,0.668243,0.177166,2.612903,7.612903,0.935484,3.771857,0,0.169121,0
52,0.250000,0.250000,0.121681,452,55,0.454545,0.636364,37,0.693548,0.677903,0.954545,0.101770,2.399025,1.178904,0.229105,0.237567,0.311637,0.792022,0.243806,2.709677,7.709677,0.983871,3.248576,0,0.354917,0
53,0.250000,0.250000,0.079646,452,36,0.295455,0.500000,26,0.667339,0.628294,0.931818,0.068584,2.295428,1.175311,0.204650,0.213303,0.291711,0.768075,0.218435,2.645161,7.693548,0.951613,3.516261,0,0.230132,0
54,0.250000,0.250000,0.117257,452,53,0.409091,0.613636,37,0.677419,0.648668,0.909091,0.099558,2.300229,1.152996,0.209946,0.220391,0.291600,0.767519,0.233416,2.693548,7.693548,0.983871,3.288205,0,0.294903,0
55,0.250000,0.250000,0.079646,452,36,0.181818,0.454545,22,0.687500,0.662720,0.818182,0.064159,2.473304,1.170601,0.235597,0.258800,0.319655,0.842526,0.278019,2.580645,7.709677,0.967742,3.030464,0,-0.006818,0
56,0.250000,0.250000,0.152655,452,69,0.568182,0.750000,50,0.679435,0.669772,0.977273,0.131637,2.214518,1.136333,0.199791,0.221872,0.245476,0.741564,0.225654,2.629032,7.629032,0.967742,3.286291,0,0.316433,0
57,0.250000,0.250000,0.152655,452,69,0.590909,0.704545,51,0.685484,0.653251,0.954545,0.132743,2.309661,1.150018,0.207142,0.226727,0.289784,0.774640,0.242330,2.741935,7.612903,0.935484,3.196633,0,0.351257,0
58,0.250000,0.250000,0.121681,452,55,0.431818,0.681818,42,0.681452,0.633963,0.909091,0.107301,2.188029,1.129921,0.188284,0.219733,0.253069,0.682271,0.226454,2.661290,7.645161,0.951613,3.012843,0,0.307996,0
59,0.250000,0.250000,0.068584,452,31,0.250000,0.500000,18,0.685484,0.660734,0.886364,0.054204,2.221004,1.104370,0.185514,0.243802,0.249342,0.699938,0.262991,2.774194,7.564516,0.967742,2.661456,0,0.193695,0
60,0.250000,0.250000,0.101770,452,46,0.340909,0.545455,31,0.715726,0.709750,0.886364,0.085177,2.232791,1.114101,0.213849,0.204039,0.287040,0.770701,0.221087,2.564516,7.677419,0.935484,3.485960,0,0.306557,0
61,0.250000,0.250000,0.163717,452,74,0.613636,0.727273,58,0.667339,0.642836,0.931818,0.146018,2.121143,1.091727,0.186900,0.199109,0.253958,0.702836,0.213741,2.790323,7.645161,0.967742,3.288261,0,0.293447,0
62,0.250000,0.250000,0.090708,452,41,0.386364,0.454545,27,0.723790,0.703679,0.909091,0.075221,2.106889,1.072169,0.191019,0.202073,0.257110,0.713401,0.206168,2.661290,7.693548,0.967742,3.460283,1,0.386364,1
63,0.250000,0.250000,0.146018,452,66,0.477273,0.727273,47,0.735887,0.711221,0.909091,0.125000,2.099263,1.068173,0.192039,0.213418,0.225928,0.710209,0.222152,2.451613,7.693548,0.935484,3.196952,1,0.293202,0
64,0.250000,0.250000,0.070796,452,32,0.250000,0.500000,19,0.709677,0.704595,0.909091,0.056416,2.043869,1.049950,0.158739,0.230034,0.215723,0.588752,0.242234,2.548387,7.774194,0.951613,2.430512,1,0.250000,0
65,0.250000,0.250000,0.185841,452,84,0.750000,0.818182,68,0.673387,0.642220,0.977273,0.168142,2.184751,1.091951,0.193912,0.219460,0.269704,0.721632,0.229316,2.548387,7.677419,0.919355,3.146892,0,0.353411,0
66,0.250000,0.250000,0.119469,452,54,0.409091,0.613636,36,0.713710,0.704168,0.909091,0.099558,2.192243,1.088750,0.195251,0.225312,0.272912,0.731391,0.227170,2.661290,7.661290,0.951613,3.219573,1,0.331215,0
67,0.250000,0.250000,0.079646,452,36,0.250000,0.454545,21,0.727823,0.698378,0.954545,0.063053,2.192064,1.078391,0.213467,0.216402,0.272493,0.769368,0.218968,2.612903,7.741935,0.967742,3.513601,1,0.250000,0
68,0.250000,0.250000,0.143805,452,65,0.636364,0.795455,47,0.723790,0.708568,0.977273,0.123894,1.822179,1.004511,0.148877,0.162549,0.192448,0.554656,0.175130,2.516129,7.758065,0.951613,3.167113,1,0.461142,1
69,0.250000,0.250000,0.101770,452,46,0.363636,0.613636,32,0.737903,0.726147,0.931818,0.086283,2.083044,1.025843,0.181248,0.225564,0.250832,0.675406,0.230706,2.838710,7.564516,0.935484,2.927568,1,0.356557,0
70,0.250000,0.250000,0.141593,452,64,0.545455,0.659091,44,0.723790,0.704798,0.931818,0.119469,2.002017,1.007839,0.182631,0.187263,0.252312,0.681039,0.201712,2.370968,7.709677,0.903226,3.376294,1,0.379083,0
