epoch,train_total_loss,train_clean_accuracy,train_adv_accuracy,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_accuracy,val_fgsm_macro_f1,val_fgsm_fall_recall,selection_score
18,1.178094,0.719002,0.367944,0.707661,0.671040,0.477273,0.352823,0.285196,0.000000,0.478118
19,1.143054,0.740171,0.386089,0.719758,0.706360,0.772727,0.370968,0.340483,0.159091,0.523422
20,1.128215,0.751008,0.391885,0.743952,0.726335,0.704545,0.352823,0.282454,0.045455,0.504394
21,1.100255,0.767389,0.400454,0.760081,0.739838,0.840909,0.372984,0.313742,0.181818,0.526790
22,1.099800,0.765625,0.395161,0.760081,0.736992,0.840909,0.415323,0.344561,0.113636,0.540776
23,1.085886,0.777470,0.396925,0.768145,0.742007,0.750000,0.340726,0.305114,0.045455,0.523561
24,1.060374,0.787550,0.398690,0.766129,0.752283,0.886364,0.395161,0.351184,0.090909,0.551733
25,1.054058,0.783014,0.401462,0.758065,0.735044,0.954545,0.368952,0.320813,0.295455,0.527928
26,1.036297,0.803175,0.403730,0.802419,0.777137,0.909091,0.364919,0.343772,0.136364,0.560454
27,1.018143,0.803931,0.403982,0.772177,0.758301,0.931818,0.419355,0.374219,0.454545,0.566260
28,1.006125,0.809728,0.413810,0.794355,0.769100,0.909091,0.375000,0.345136,0.250000,0.557118
29,1.005431,0.811996,0.413054,0.792339,0.767655,0.931818,0.370968,0.319616,0.113636,0.543635
30,0.971459,0.823841,0.415323,0.786290,0.764920,0.863636,0.399194,0.325898,0.136364,0.545409
31,0.967359,0.823085,0.417339,0.778226,0.754365,0.886364,0.449597,0.366582,0.136364,0.560473
32,0.953359,0.830645,0.429688,0.786290,0.770308,0.931818,0.393145,0.349130,0.340909,0.559719
33,0.957579,0.832913,0.415071,0.784274,0.768594,0.886364,0.405242,0.380117,0.590909,0.574356
34,0.939209,0.830645,0.433720,0.804435,0.790536,0.931818,0.411290,0.357380,0.295455,0.573958
35,0.936677,0.834425,0.426411,0.816532,0.800967,0.909091,0.368952,0.328438,0.204545,0.564703
36,0.932470,0.844254,0.429940,0.834677,0.816570,0.931818,0.387097,0.356054,0.409091,0.586312
37,0.915103,0.845262,0.440524,0.800403,0.787453,0.954545,0.352823,0.300124,0.181818,0.543789
38,0.914444,0.851310,0.429940,0.830645,0.833151,0.931818,0.334677,0.293936,0.136364,0.563543
39,0.913627,0.843750,0.442288,0.820565,0.805884,0.931818,0.415323,0.364310,0.250000,0.585097
40,0.908487,0.852067,0.436744,0.818548,0.811046,0.909091,0.403226,0.331691,0.272727,0.571368
41,0.898669,0.852823,0.443296,0.834677,0.819178,0.931818,0.431452,0.381933,0.340909,0.600556
42,0.906476,0.847026,0.450101,0.800403,0.788785,0.977273,0.403226,0.381171,0.568182,0.584978
43,0.892004,0.850050,0.442792,0.826613,0.814185,0.909091,0.405242,0.341267,0.181818,0.577726
44,0.883954,0.866431,0.445060,0.812500,0.800159,0.977273,0.445565,0.393976,0.386364,0.597068
45,0.857167,0.865423,0.459929,0.836694,0.823683,0.931818,0.409274,0.373431,0.363636,0.598557
46,0.855866,0.864415,0.454637,0.826613,0.832569,0.886364,0.421371,0.339414,0.113636,0.585992
47,0.848880,0.874748,0.456905,0.846774,0.826895,0.931818,0.433468,0.373538,0.318182,0.600217
48,0.849305,0.872984,0.468246,0.856855,0.853898,0.909091,0.383065,0.350953,0.295455,0.602426
49,0.861893,0.865675,0.455897,0.852823,0.839485,0.863636,0.415323,0.365636,0.250000,0.602560
50,0.844689,0.878024,0.456905,0.832661,0.832999,0.931818,0.409274,0.345588,0.159091,0.589293
51,0.838752,0.881048,0.462702,0.828629,0.830240,0.954545,0.403226,0.351071,0.250000,0.590656
52,0.834575,0.872984,0.461946,0.832661,0.827475,0.909091,0.407258,0.319046,0.136364,0.573261
53,0.831088,0.880796,0.471018,0.864919,0.855570,0.886364,0.397177,0.351512,0.250000,0.603541
54,0.818554,0.885585,0.460433,0.842742,0.837488,0.977273,0.413306,0.372021,0.500000,0.604754
55,0.814354,0.884829,0.468750,0.854839,0.857327,0.954545,0.368952,0.317911,0.068182,0.587619
56,0.827320,0.885333,0.467994,0.846774,0.845852,0.863636,0.449597,0.367780,0.090909,0.606816
57,0.813009,0.890877,0.469506,0.872984,0.881496,0.886364,0.375000,0.326149,0.136364,0.603823
58,0.809737,0.890625,0.470262,0.830645,0.828536,0.931818,0.453629,0.417776,0.613636,0.623156
59,0.807503,0.888105,0.471774,0.852823,0.860837,0.909091,0.391129,0.368999,0.272727,0.614918
60,0.801709,0.889365,0.474546,0.895161,0.892286,0.931818,0.411290,0.382877,0.340909,0.637581
61,0.789104,0.893397,0.480343,0.872984,0.859671,0.909091,0.423387,0.398370,0.386364,0.629021
62,0.805127,0.889869,0.472026,0.836694,0.817943,0.977273,0.465726,0.420023,0.522727,0.618983
63,0.791059,0.897681,0.484879,0.883065,0.886323,0.954545,0.407258,0.373859,0.272727,0.630091
64,0.783549,0.897933,0.492188,0.887097,0.882667,0.954545,0.403226,0.356063,0.159091,0.619365
65,0.809155,0.893649,0.476058,0.868952,0.870298,0.931818,0.423387,0.379223,0.272727,0.624761
66,0.789771,0.893397,0.485635,0.838710,0.833457,0.977273,0.403226,0.376171,0.318182,0.604814
67,0.762473,0.908770,0.487651,0.856855,0.851588,0.954545,0.447581,0.418534,0.431818,0.635061
68,0.762954,0.902218,0.503024,0.883065,0.885082,0.977273,0.413306,0.409083,0.409091,0.647083
69,0.758717,0.909778,0.490423,0.866935,0.862361,0.931818,0.417339,0.393575,0.386364,0.627968
70,0.756505,0.913054,0.492440,0.860887,0.865206,0.931818,0.451613,0.407191,0.363636,0.636198
71,0.750361,0.918599,0.497732,0.870968,0.872705,0.931818,0.409274,0.364825,0.295455,0.618765
72,0.781908,0.909022,0.478579,0.881048,0.869031,0.909091,0.425403,0.390247,0.409091,0.629639
73,0.760464,0.916835,0.493700,0.891129,0.893552,0.886364,0.413306,0.365728,0.113636,0.629640
74,0.749385,0.915071,0.492440,0.872984,0.878924,0.931818,0.463710,0.421008,0.340909,0.649966
75,0.750466,0.912550,0.493952,0.852823,0.864836,0.886364,0.469758,0.404802,0.227273,0.634819
76,0.736429,0.915323,0.501260,0.860887,0.868384,0.954545,0.473790,0.403570,0.340909,0.635977
77,0.753283,0.913054,0.484627,0.864919,0.858357,0.954545,0.455645,0.431990,0.659091,0.645174
78,0.739410,0.916835,0.494456,0.856855,0.870175,0.886364,0.459677,0.401784,0.272727,0.635980
79,0.734720,0.914567,0.500756,0.858871,0.866311,0.931818,0.489919,0.425099,0.340909,0.645705
80,0.754363,0.908518,0.502016,0.905242,0.902858,0.909091,0.437500,0.411860,0.454545,0.657359
81,0.727797,0.929688,0.503780,0.889113,0.885402,0.977273,0.419355,0.383381,0.477273,0.634391
82,0.721817,0.924143,0.493196,0.862903,0.866042,0.931818,0.491935,0.428229,0.545455,0.647136
83,0.742945,0.914567,0.495212,0.836694,0.834465,0.909091,0.451613,0.365707,0.204545,0.600086
84,0.732278,0.914567,0.506048,0.891129,0.886280,0.931818,0.443548,0.398551,0.318182,0.642416
85,0.712190,0.925403,0.510333,0.854839,0.860278,0.931818,0.455645,0.411060,0.500000,0.635669
86,0.715737,0.924143,0.501764,0.866935,0.874091,0.977273,0.469758,0.413512,0.340909,0.643801
87,0.720504,0.923135,0.509577,0.893145,0.883827,0.909091,0.381048,0.343793,0.340909,0.613810
88,0.715656,0.930696,0.508317,0.870968,0.887507,0.886364,0.469758,0.418397,0.250000,0.652952
89,0.725936,0.919607,0.508569,0.887097,0.898157,0.977273,0.469758,0.429832,0.545455,0.663994
90,0.716896,0.924395,0.512349,0.860887,0.863747,0.886364,0.481855,0.421846,0.272727,0.642796
91,0.688300,0.932964,0.523690,0.889113,0.875558,0.909091,0.391129,0.342618,0.181818,0.609088
92,0.704525,0.923135,0.515373,0.899194,0.898238,0.931818,0.481855,0.429997,0.500000,0.664118
93,0.714390,0.933468,0.503528,0.893145,0.897258,0.886364,0.439516,0.409808,0.227273,0.653533
94,0.691403,0.937500,0.522177,0.887097,0.893772,0.909091,0.483871,0.423572,0.386364,0.658672
95,0.719179,0.931956,0.496220,0.899194,0.898129,0.977273,0.443548,0.426022,0.340909,0.662076
96,0.720627,0.926411,0.501512,0.870968,0.870864,0.909091,0.441532,0.404764,0.250000,0.637814
97,0.698205,0.928175,0.521421,0.905242,0.892374,0.954545,0.451613,0.427178,0.386364,0.659776
98,0.677047,0.940020,0.524698,0.864919,0.874502,0.977273,0.457661,0.398448,0.409091,0.636475
99,0.695734,0.932460,0.515877,0.885081,0.893511,1.000000,0.447581,0.417072,0.386364,0.655292
100,0.699063,0.929688,0.525202,0.893145,0.897668,0.931818,0.445565,0.380324,0.204545,0.638996
101,0.691002,0.934224,0.520413,0.889113,0.879568,0.931818,0.413306,0.392440,0.363636,0.636004
102,0.677805,0.933468,0.525706,0.875000,0.895977,0.954545,0.477823,0.422842,0.363636,0.659409
103,0.683173,0.936492,0.527974,0.858871,0.859987,0.977273,0.510081,0.438434,0.363636,0.649210
104,0.692702,0.932208,0.517641,0.891129,0.891796,0.909091,0.461694,0.421653,0.340909,0.656724
105,0.689738,0.932712,0.523185,0.866935,0.880958,0.886364,0.453629,0.398049,0.295455,0.639504
106,0.688628,0.931704,0.515877,0.870968,0.885537,0.886364,0.441532,0.378995,0.204545,0.632266
107,0.691210,0.933720,0.520413,0.913306,0.907756,0.931818,0.471774,0.430330,0.613636,0.669043
108,0.672994,0.939768,0.528478,0.907258,0.909917,0.909091,0.381048,0.349557,0.272727,0.629737
109,0.683190,0.940524,0.519405,0.870968,0.884564,0.909091,0.485887,0.428528,0.522727,0.656546
110,0.669918,0.937248,0.535030,0.895161,0.901147,0.954545,0.502016,0.445687,0.522727,0.673417
111,0.680827,0.942288,0.524698,0.883065,0.899503,0.954545,0.502016,0.456862,0.568182,0.678183
112,0.668205,0.941784,0.534274,0.901210,0.907045,1.000000,0.463710,0.421370,0.340909,0.664207
113,0.656455,0.944052,0.537046,0.905242,0.898242,0.909091,0.489919,0.436212,0.295455,0.667227
114,0.662039,0.945565,0.533770,0.903226,0.910849,0.931818,0.497984,0.450528,0.409091,0.680688
115,0.651325,0.947329,0.530998,0.903226,0.887546,0.931818,0.449597,0.412165,0.454545,0.649856
116,0.654713,0.941028,0.534022,0.899194,0.902716,0.977273,0.497984,0.458425,0.522727,0.680570
117,0.675950,0.943548,0.514617,0.864919,0.876546,0.931818,0.467742,0.409716,0.318182,0.643131
118,0.659438,0.943800,0.534022,0.913306,0.910539,0.886364,0.459677,0.404046,0.340909,0.657292
119,0.669271,0.940776,0.527218,0.913306,0.910824,0.977273,0.469758,0.417787,0.272727,0.664306
120,0.652632,0.943800,0.537046,0.891129,0.886610,0.909091,0.485887,0.444786,0.500000,0.665698
121,0.649451,0.944556,0.544103,0.913306,0.913236,0.977273,0.481855,0.452642,0.477273,0.682939
122,0.647966,0.943800,0.536038,0.891129,0.891351,1.000000,0.429435,0.400749,0.500000,0.646050
123,0.651876,0.945312,0.536290,0.909274,0.910656,0.977273,0.403226,0.383119,0.318182,0.646887
124,0.677357,0.940020,0.524194,0.860887,0.866475,0.931818,0.477823,0.409290,0.250000,0.637882
125,0.670166,0.939264,0.537046,0.917339,0.916648,0.954545,0.487903,0.451858,0.409091,0.684253
126,0.652502,0.952117,0.535030,0.901210,0.906373,0.977273,0.495968,0.455301,0.340909,0.680837
127,0.658685,0.947833,0.532510,0.917339,0.921042,0.909091,0.427419,0.403968,0.454545,0.662505
128,0.652123,0.946069,0.529990,0.927419,0.922740,1.000000,0.425403,0.409179,0.454545,0.665959
129,0.657628,0.946825,0.537550,0.893145,0.900990,0.909091,0.526210,0.467716,0.318182,0.684353
130,0.638506,0.945312,0.546623,0.885081,0.888925,0.909091,0.530242,0.490880,0.363636,0.689902
131,0.642499,0.941028,0.544607,0.911290,0.918007,1.000000,0.500000,0.453551,0.386364,0.685779
132,0.634151,0.949345,0.544859,0.911290,0.901311,0.931818,0.453629,0.392060,0.227273,0.646685
133,0.645718,0.951613,0.550151,0.927419,0.925912,1.000000,0.485887,0.455760,0.340909,0.690836
134,0.651471,0.945060,0.533266,0.875000,0.880252,0.954545,0.497984,0.454124,0.363636,0.667188
135,0.632722,0.947833,0.552923,0.921371,0.923793,1.000000,0.439516,0.410600,0.522727,0.667196
136,0.646012,0.947077,0.536794,0.921371,0.922708,1.000000,0.433468,0.418430,0.568182,0.670569
137,0.636459,0.951109,0.547631,0.905242,0.904640,1.000000,0.514113,0.474040,0.568182,0.689340
138,0.631397,0.955141,0.550655,0.917339,0.913074,0.909091,0.500000,0.448164,0.477273,0.680619
139,0.634179,0.946069,0.547379,0.925403,0.920383,0.931818,0.471774,0.447509,0.386364,0.683946
140,0.626974,0.953629,0.554435,0.905242,0.896641,0.931818,0.495968,0.437288,0.500000,0.666965
141,0.635188,0.948085,0.544103,0.917339,0.925152,0.886364,0.487903,0.449697,0.363636,0.687424
142,0.634889,0.954385,0.537046,0.905242,0.907456,0.909091,0.497984,0.466217,0.522727,0.686836
143,0.654245,0.944304,0.539315,0.877016,0.895500,0.977273,0.479839,0.396235,0.204545,0.645867
144,0.633246,0.949849,0.546875,0.925403,0.924781,0.886364,0.506048,0.463091,0.340909,0.693936
145,0.617862,0.952621,0.560232,0.913306,0.914717,0.909091,0.504032,0.457186,0.409091,0.685952
146,0.633812,0.952621,0.537802,0.909274,0.910116,0.931818,0.413306,0.389748,0.363636,0.649932
147,0.646734,0.946573,0.538810,0.889113,0.901673,0.977273,0.481855,0.431210,0.272727,0.666441
148,0.625014,0.944556,0.548135,0.921371,0.921578,0.977273,0.449597,0.425658,0.386364,0.673618
149,0.612172,0.958921,0.560232,0.889113,0.902755,0.977273,0.449597,0.418413,0.363636,0.660584
150,0.614310,0.952117,0.562752,0.911290,0.902615,0.886364,0.469758,0.432208,0.272727,0.667411
151,0.615486,0.955393,0.556956,0.891129,0.890359,0.909091,0.497984,0.454588,0.431818,0.672473
152,0.627117,0.952117,0.549395,0.899194,0.895100,0.954545,0.421371,0.413381,0.568182,0.654240
153,0.619754,0.951865,0.549899,0.901210,0.894784,1.000000,0.483871,0.450105,0.681818,0.672445
154,0.626367,0.945060,0.551663,0.909274,0.912591,1.000000,0.510081,0.475419,0.681818,0.694005
155,0.623670,0.953125,0.549899,0.868952,0.888707,0.886364,0.479839,0.394888,0.272727,0.641797
156,0.623491,0.950353,0.554435,0.909274,0.905353,1.000000,0.441532,0.408185,0.363636,0.656769
157,0.608852,0.954889,0.557964,0.891129,0.902098,0.909091,0.473790,0.407878,0.409091,0.654988
158,0.610200,0.954889,0.561240,0.925403,0.925432,0.909091,0.475806,0.432876,0.500000,0.679154
159,0.616892,0.957157,0.559980,0.915323,0.912301,1.000000,0.455645,0.415038,0.454545,0.663670
160,0.622261,0.954385,0.554435,0.921371,0.925403,0.954545,0.473790,0.464048,0.500000,0.694726
161,0.607149,0.955393,0.565524,0.897177,0.904239,0.909091,0.520161,0.485365,0.454545,0.694802
162,0.608823,0.953881,0.567792,0.909274,0.905065,1.000000,0.457661,0.454616,0.681818,0.679840
163,0.602207,0.957913,0.570817,0.941532,0.937628,1.000000,0.445565,0.425241,0.431818,0.681434
164,0.603007,0.958417,0.560484,0.909274,0.911787,0.977273,0.514113,0.459282,0.545455,0.685534
165,0.606788,0.957409,0.560484,0.901210,0.902590,0.909091,0.504032,0.479926,0.454545,0.691258
166,0.617963,0.955393,0.550151,0.915323,0.907866,1.000000,0.506048,0.468593,0.636364,0.688230
167,0.605489,0.959677,0.559728,0.927419,0.922891,1.000000,0.431452,0.409163,0.590909,0.666027
168,0.605701,0.958165,0.550907,0.901210,0.908310,0.954545,0.516129,0.457314,0.636364,0.682812
169,0.596430,0.958165,0.569556,0.909274,0.909013,0.909091,0.516129,0.486765,0.545455,0.697889
170,0.604988,0.955645,0.563508,0.907258,0.907830,1.000000,0.514113,0.475364,0.568182,0.691597
171,0.601787,0.958669,0.557964,0.901210,0.890223,0.909091,0.508065,0.454505,0.386364,0.672364
172,0.614185,0.957661,0.558972,0.889113,0.906396,0.909091,0.485887,0.425265,0.386364,0.665831
173,0.606004,0.958165,0.560988,0.919355,0.921995,0.977273,0.461694,0.415904,0.522727,0.668950
174,0.600601,0.958669,0.558468,0.923387,0.921307,0.909091,0.477823,0.460237,0.363636,0.690772
175,0.602903,0.958921,0.569304,0.919355,0.921184,1.000000,0.455645,0.462072,0.681818,0.691628
176,0.580941,0.961190,0.574597,0.925403,0.923537,0.931818,0.469758,0.461207,0.409091,0.692372
177,0.599500,0.959173,0.564516,0.881048,0.894495,0.909091,0.483871,0.420720,0.340909,0.657608
178,0.603313,0.957157,0.560484,0.941532,0.940412,0.977273,0.465726,0.440164,0.477273,0.690288
179,0.600776,0.958669,0.557964,0.866935,0.874910,0.909091,0.489919,0.446127,0.386364,0.660518
180,0.605000,0.954385,0.570565,0.909274,0.905341,0.931818,0.512097,0.465589,0.340909,0.685465
181,0.589399,0.960181,0.563508,0.895161,0.899785,0.931818,0.475806,0.427559,0.431818,0.663672
182,0.625304,0.954637,0.547883,0.941532,0.938967,1.000000,0.512097,0.481027,0.568182,0.709997
183,0.591077,0.957913,0.562752,0.893145,0.899601,0.931818,0.471774,0.414033,0.227273,0.656817
184,0.578067,0.967490,0.573589,0.939516,0.931796,0.977273,0.461694,0.433311,0.477273,0.682553
185,0.596619,0.963206,0.563508,0.899194,0.903371,0.909091,0.435484,0.376262,0.386364,0.639816
186,0.603025,0.958921,0.564012,0.931452,0.927852,1.000000,0.487903,0.454756,0.613636,0.691304
187,0.591792,0.960685,0.563760,0.897177,0.906714,0.909091,0.495968,0.436252,0.181818,0.671483
188,0.591568,0.963206,0.564516,0.925403,0.926298,1.000000,0.449597,0.433215,0.409091,0.679757
189,0.581625,0.961946,0.573337,0.925403,0.921349,0.931818,0.465726,0.438958,0.500000,0.680153
190,0.590750,0.964214,0.568296,0.925403,0.922969,0.886364,0.457661,0.434916,0.272727,0.678942
191,0.585894,0.967490,0.565524,0.885081,0.891890,0.909091,0.510081,0.480414,0.522727,0.686152
192,0.586301,0.958165,0.570817,0.925403,0.925740,0.977273,0.435484,0.421112,0.363636,0.673426
193,0.579136,0.959929,0.575353,0.923387,0.923219,0.909091,0.495968,0.455703,0.500000,0.689461
194,0.607444,0.962450,0.559476,0.893145,0.907621,0.909091,0.487903,0.407938,0.159091,0.657779
195,0.585931,0.961190,0.565020,0.929435,0.934802,0.931818,0.491935,0.431009,0.227273,0.682906
196,0.575287,0.960938,0.575353,0.883065,0.901394,0.977273,0.508065,0.441274,0.545455,0.671334
197,0.587179,0.962198,0.567540,0.911290,0.913112,0.909091,0.502016,0.476268,0.409091,0.694690
198,0.572740,0.964970,0.577873,0.911290,0.920455,1.000000,0.510081,0.475670,0.545455,0.698062
199,0.571613,0.965222,0.576865,0.927419,0.927001,1.000000,0.514113,0.460592,0.545455,0.693797
200,0.587074,0.959677,0.570312,0.929435,0.928686,1.000000,0.491935,0.437318,0.318182,0.683002
