epoch,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
32,1.787781,1.150912,0.403642,0.233227,0.000000,0.635081,0.562461,0.977273,0.772727,0.636364,101,138,0.264381,0.679244,0,0,0,0,0
33,1.848785,1.158826,0.440319,0.249640,0.000000,0.618952,0.578166,0.977273,0.863636,0.704545,123,157,0.309735,0.714481,0,0,0,0,0
34,1.924530,1.201935,0.433925,0.288670,0.000000,0.667339,0.627646,1.000000,0.500000,0.272727,62,81,0.158186,0.506909,0,0,0,0,0
35,1.933831,1.197237,0.479967,0.256627,0.000000,0.659274,0.652836,0.977273,0.431818,0.159091,32,49,0.089602,0.447858,0,0,0,0,0
36,1.783357,1.145960,0.385533,0.251864,0.000000,0.645161,0.624114,0.977273,0.795455,0.590909,101,138,0.264381,0.661062,0,0,0,0,0
37,1.784387,1.131575,0.395519,0.257293,0.000000,0.657258,0.648566,0.977273,0.500000,0.181818,58,77,0.149336,0.458930,0,0,0,0,0
38,1.664453,1.087063,0.380506,0.196884,0.000000,0.614919,0.578626,0.977273,0.818182,0.522727,106,141,0.273230,0.631768,0,0,0,0,0
39,1.873006,1.157683,0.443039,0.272285,0.000000,0.675403,0.649487,0.977273,0.863636,0.636364,94,127,0.244469,0.690326,0,0,0,0,0
40,1.661497,1.077865,0.376771,0.206861,0.000000,0.693548,0.674302,0.977273,0.590909,0.272727,57,86,0.158186,0.508045,0,0,0,0,1
41,1.636117,1.076425,0.341841,0.217851,0.000000,0.675403,0.661268,0.954545,0.818182,0.613636,91,124,0.237832,0.668262,0,0,0,0,0
42,1.704258,1.092214,0.400889,0.211156,0.000000,0.653226,0.638527,1.000000,0.909091,0.681818,117,152,0.297566,0.717971,0,0,0,0,0
43,1.730551,1.105016,0.393035,0.232500,0.000000,0.649194,0.646320,0.977273,0.818182,0.522727,96,131,0.251106,0.633980,0,0,0,0,0
44,1.736453,1.106313,0.422484,0.207655,0.000000,0.687500,0.640122,0.954545,0.204545,0.090909,19,42,0.067478,0.388707,0,0,0,0,0
45,1.610847,1.041851,0.357379,0.211617,0.000000,0.707661,0.689544,0.954545,0.409091,0.159091,44,61,0.116150,0.434976,1,1,1,1,1
46,1.821910,1.095099,0.463911,0.262899,0.000000,0.695565,0.666710,0.977273,0.772727,0.454545,81,108,0.209071,0.602957,0,0,0,0,0
47,1.537843,1.032864,0.354910,0.150069,0.000000,0.709677,0.697105,0.977273,0.477273,0.204545,40,56,0.106195,0.471199,1,1,1,1,1
48,1.632497,1.030875,0.408969,0.192654,0.000000,0.715726,0.706142,0.954545,0.250000,0.045455,22,39,0.067478,0.372798,1,0,0,0,1
49,1.697845,1.049154,0.387603,0.261088,0.000000,0.667339,0.657660,0.977273,0.818182,0.704545,99,130,0.253319,0.715577,0,0,0,0,0
50,1.504992,0.993076,0.340976,0.170941,0.000000,0.711694,0.693908,1.000000,0.772727,0.454545,68,93,0.178097,0.614008,1,1,1,0,0
51,1.652614,1.041781,0.395509,0.215325,0.000000,0.677419,0.642011,0.977273,0.750000,0.613636,83,111,0.214602,0.671722,0,0,0,0,0
52,1.597228,1.029797,0.356807,0.210625,0.000000,0.735887,0.719929,0.977273,0.590909,0.295455,52,74,0.139381,0.520153,1,0,0,0,1
53,1.638943,1.042180,0.369776,0.226987,0.000000,0.721774,0.706722,1.000000,0.909091,0.545455,77,102,0.198009,0.666563,1,1,1,0,0
54,1.502900,0.988863,0.309331,0.204706,0.000000,0.719758,0.699559,0.977273,0.772727,0.454545,73,101,0.192478,0.604616,1,0,0,0,0
55,1.664552,1.055100,0.389560,0.219892,0.000000,0.731855,0.708299,0.954545,0.295455,0.136364,43,57,0.110619,0.413938,1,0,0,0,0
56,1.586582,1.005015,0.368459,0.213108,0.000000,0.683468,0.642595,0.977273,0.931818,0.795455,99,124,0.246681,0.768514,0,0,0,0,0
57,1.498056,0.979859,0.353684,0.164514,0.000000,0.737903,0.735055,0.909091,0.477273,0.181818,32,50,0.090708,0.438656,1,0,0,1,1
58,1.513942,0.986732,0.324440,0.202770,0.000000,0.727823,0.714043,0.977273,0.840909,0.477273,59,86,0.160398,0.624869,1,0,0,0,0
59,1.645569,0.997452,0.431654,0.216463,0.000000,0.758065,0.735720,0.977273,0.750000,0.363636,52,72,0.137168,0.566965,1,0,0,0,1
60,1.545034,0.980718,0.354985,0.209331,0.000000,0.731855,0.699017,0.977273,0.886364,0.636364,75,101,0.194690,0.697576,1,1,1,0,0
61,1.418861,0.953059,0.301095,0.164707,0.000000,0.733871,0.714117,0.977273,0.636364,0.318182,50,63,0.125000,0.536364,1,0,0,0,0
62,1.378892,0.906857,0.315288,0.156747,0.000000,0.731855,0.716753,0.954545,0.272727,0.090909,30,42,0.079646,0.394308,1,0,0,0,0
63,1.540164,0.957065,0.342914,0.240186,0.000000,0.762097,0.746858,0.954545,0.431818,0.136364,36,54,0.099558,0.428681,1,0,0,0,1
64,1.553870,0.972923,0.335734,0.245214,0.000000,0.745968,0.730121,1.000000,0.909091,0.545455,61,86,0.162611,0.670103,1,0,0,0,0
65,1.485482,0.938635,0.328290,0.218556,0.000000,0.743952,0.737782,1.000000,0.704545,0.363636,60,74,0.148230,0.569268,1,0,0,0,0
66,1.481084,0.954495,0.303874,0.222715,0.000000,0.703629,0.690051,1.000000,0.840909,0.590909,80,116,0.216814,0.678319,1,0,0,0,0
67,1.383187,0.916821,0.306085,0.160280,0.000000,0.754032,0.721855,0.977273,0.704545,0.386364,56,85,0.155973,0.570766,1,0,0,0,0
68,1.410954,0.909817,0.274490,0.226647,0.000000,0.725806,0.716578,1.000000,0.636364,0.295455,51,75,0.139381,0.532653,1,0,0,0,0
69,1.382844,0.891880,0.322093,0.168871,0.000000,0.745968,0.736627,1.000000,0.522727,0.250000,50,63,0.125000,0.502273,1,0,0,0,0
70,1.628008,0.975941,0.437637,0.214431,0.000000,0.727823,0.713531,0.954545,0.795455,0.590909,85,112,0.217920,0.657753,1,0,0,0,0
