epoch,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_fgsm_fall_recall,val_pgd_fall_recall,val_fgsm_false_fall_alarms,val_pgd_false_fall_alarms,val_normalized_false_alarm_burden,safety_score,v2_eligible,sel_v2safety,sel_v2maxrec,sel_v2lowFA,sel_v2macroF1
14,2.977130,1.991593,0.003112,0.973310,0.004557,0.419355,0.243957,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
15,2.959444,1.989705,0.003994,0.955725,0.005010,0.354839,0.237943,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
16,2.974902,1.985405,0.005601,0.969869,0.007013,0.381048,0.277893,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
17,2.974693,1.982368,0.006236,0.970593,0.007748,0.447581,0.346754,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
18,2.961159,1.981677,0.006503,0.957547,0.007716,0.485887,0.373096,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
19,2.975638,1.975053,0.008191,0.972521,0.009936,0.425403,0.340299,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
20,2.955790,1.968339,0.009811,0.952210,0.012715,0.504032,0.381280,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
21,2.944206,1.949973,0.013755,0.946277,0.017101,0.429435,0.320617,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
22,2.956817,1.925877,0.021678,0.960443,0.024410,0.433468,0.354622,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
23,2.922800,1.895815,0.027583,0.938107,0.030648,0.467742,0.371297,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
24,2.882773,1.854555,0.032544,0.925588,0.035043,0.455645,0.363044,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
25,2.834922,1.759041,0.058202,0.896599,0.060540,0.495968,0.423641,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
26,2.808519,1.737055,0.059426,0.895585,0.058227,0.487903,0.376460,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
27,2.697043,1.626255,0.072777,0.855467,0.071272,0.544355,0.465489,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,1
28,2.788868,1.644144,0.090025,0.878106,0.088296,0.495968,0.412667,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0,0,0,0,0
29,2.647420,1.568741,0.096002,0.806014,0.088332,0.542339,0.452312,0.090909,0.000000,0.000000,0,0,0.000000,0.031818,0,0,0,0,0
30,2.494566,1.469084,0.113454,0.650297,0.130865,0.614919,0.583801,0.840909,0.227273,0.113636,15,23,0.042035,0.363978,0,0,0,0,1
31,2.423640,1.409522,0.148607,0.548435,0.158537,0.602823,0.580347,0.818182,0.272727,0.136364,39,53,0.101770,0.364823,0,0,0,0,0
32,2.503509,1.373823,0.160215,0.585728,0.191872,0.622984,0.608431,0.727273,0.068182,0.045455,14,26,0.044248,0.277393,0,0,0,0,1
33,2.398674,1.356947,0.159957,0.499834,0.190968,0.586694,0.515010,0.840909,0.681818,0.568182,102,108,0.232301,0.594952,0,0,0,0,0
34,2.432916,1.373847,0.133310,0.589526,0.168116,0.616935,0.555554,0.295455,0.000000,0.000000,1,0,0.001106,0.103298,0,0,0,0,0
35,2.443148,1.367842,0.129745,0.640067,0.152748,0.691532,0.669835,0.977273,0.568182,0.431818,55,69,0.137168,0.579465,0,0,0,0,1
36,2.094341,1.249291,0.128685,0.402643,0.156860,0.663306,0.658112,0.886364,0.227273,0.068182,18,36,0.059735,0.357663,0,0,0,0,0
37,2.314005,1.282393,0.166308,0.456810,0.204247,0.669355,0.656339,0.909091,0.363636,0.159091,31,41,0.079646,0.418172,0,0,0,0,0
38,2.036841,1.208792,0.129971,0.376018,0.161030,0.705645,0.694661,0.931818,0.272727,0.113636,28,46,0.081858,0.396360,1,1,1,1,1
39,2.207330,1.239868,0.131491,0.527537,0.154217,0.693548,0.692979,0.909091,0.568182,0.295455,34,44,0.086283,0.499326,0,0,0,0,0
40,1.941269,1.165487,0.141217,0.308303,0.163131,0.673387,0.657037,0.977273,0.659091,0.409091,47,64,0.122788,0.579767,0,0,0,0,0
41,2.059447,1.180389,0.130610,0.422129,0.163160,0.703629,0.691854,0.909091,0.522727,0.227273,44,55,0.109513,0.461776,1,1,1,0,0
42,2.008955,1.174460,0.115756,0.409059,0.154840,0.717742,0.736404,0.909091,0.272727,0.159091,22,33,0.060841,0.410961,1,0,0,1,1
43,2.092399,1.198240,0.130866,0.426315,0.168489,0.707661,0.692688,0.886364,0.545455,0.272727,35,48,0.091814,0.478319,1,1,1,0,0
44,2.004764,1.176130,0.138182,0.343013,0.173720,0.701613,0.679259,0.909091,0.136364,0.045455,14,26,0.044248,0.347848,1,0,0,0,0
45,1.980573,1.113976,0.146520,0.351937,0.184070,0.725806,0.725771,0.840909,0.272727,0.068182,18,19,0.040929,0.348180,1,0,0,0,0
46,2.170865,1.186451,0.128853,0.527434,0.164064,0.667339,0.646996,0.909091,0.727273,0.477273,69,91,0.176991,0.587983,0,0,0,0,0
47,1.838835,1.112311,0.115737,0.333855,0.138466,0.739919,0.738058,0.954545,0.386364,0.113636,22,37,0.065265,0.417337,1,0,0,0,1
48,1.863421,1.087811,0.112944,0.368174,0.147246,0.705645,0.690923,0.954545,0.795455,0.681818,75,99,0.192478,0.701207,1,1,1,0,0
49,1.979046,1.131036,0.141480,0.361041,0.172744,0.687500,0.681712,0.909091,0.659091,0.454545,48,64,0.123894,0.576247,0,0,0,0,0
50,1.697175,1.045568,0.102659,0.271958,0.138494,0.645161,0.601004,0.954545,0.613636,0.386364,69,90,0.175885,0.551730,0,0,0,0,0
51,2.096058,1.141714,0.144224,0.434499,0.187811,0.717742,0.710448,0.977273,0.727273,0.545455,71,87,0.174779,0.642749,1,0,0,0,0
52,1.888670,1.104553,0.117852,0.373099,0.146583,0.705645,0.697756,0.886364,0.522727,0.318182,32,45,0.085177,0.497164,1,0,0,0,0
53,1.865468,1.096471,0.116923,0.346808,0.152633,0.741935,0.743251,0.863636,0.295455,0.090909,15,22,0.040929,0.368634,1,0,0,0,1
54,1.651665,1.009423,0.108478,0.269268,0.132248,0.739919,0.742069,0.909091,0.500000,0.272727,41,44,0.094027,0.481506,1,0,0,0,0
55,1.919696,1.085777,0.121483,0.406022,0.153207,0.729839,0.725940,0.840909,0.159091,0.090909,8,15,0.025442,0.348592,1,0,0,0,0
56,1.799977,1.048077,0.117910,0.345042,0.144474,0.774194,0.777685,0.954545,0.545455,0.318182,41,62,0.113938,0.520424,1,0,0,0,1
57,1.610615,0.985253,0.098123,0.276762,0.125239,0.766129,0.754858,0.954545,0.568182,0.363636,38,51,0.098451,0.544700,1,0,0,0,0
58,1.793190,1.011417,0.131385,0.324025,0.163182,0.699597,0.680695,0.909091,0.772727,0.636364,86,102,0.207965,0.661022,0,0,0,0,0
59,1.820433,1.038828,0.127346,0.351601,0.151329,0.725806,0.717313,0.909091,0.522727,0.340909,34,48,0.090708,0.514793,1,0,0,0,0
60,1.611887,0.955039,0.097328,0.283456,0.138032,0.743952,0.727863,0.931818,0.204545,0.181818,17,27,0.048673,0.423542,1,0,0,1,0
61,1.636897,0.975721,0.103031,0.312257,0.122944,0.737903,0.717005,0.909091,0.681818,0.386364,60,76,0.150442,0.545183,1,0,0,0,0
62,1.725586,0.980555,0.131603,0.298761,0.157333,0.758065,0.754403,0.931818,0.386364,0.113636,18,23,0.045354,0.411374,1,0,0,1,0
63,1.796043,1.010461,0.127879,0.345029,0.156337,0.739919,0.741764,0.909091,0.340909,0.159091,23,39,0.068584,0.417005,1,0,0,0,0
